ticker,contrib,avg_w,months,members,mean_ret,share_of_total
PNGAY,0.002722979837406744,0.0026453319771095355,34,1,0.01782177433827636,0.004874223519651883
WM,0.0026399812381360482,0.007186150880467316,15,2,0.02035111268335634,0.004725653295551851
ADBE,0.0026200171872679274,0.003918810434510918,12,1,0.053535565589641794,0.004689916987499862
DE,0.0024082528936405305,0.003733665181584449,27,3,0.013349701378762315,0.004310851932943991
CHRW,0.002367733893341497,0.003212428430669161,12,1,0.03640994796846735,0.004238321588966703
NTRS,0.0023649505989808265,0.017041345971202937,12,1,0.0353589923292626,0.004233339400465515
AMD,0.0023244696598793526,0.009787789817241113,12,1,0.01608891806534236,0.004160877187284417
SYK,0.002220302721078026,0.008768027996188222,12,1,0.0218486657329023,0.003974414938794501
PH,0.0020703783909618743,0.0034418356317973803,13,3,0.034500037564356933,0.003706045454018533
T,0.002066713456970532,0.010107670833034335,17,3,0.004725209633795554,0.0036994851015645152
ILMN,0.002064437642440545,0.007678751794382151,11,1,0.0016363404996468432,0.0036954113186609323
TXN,0.001998769852583295,0.0030404527063791517,12,1,0.027768145252579035,0.0035778638137515324
SITE,0.0019975074322417723,0.0020820773003180307,12,1,0.06317518064866202,0.0035756040397951464
CME,0.0019900779348093795,0.004489956493018022,12,1,0.03711044623361472,0.003562304994893422
TDG,0.00197966477935869,0.022462490095340334,9,1,0.010117697210637957,0.00354366510394958
BAC,0.0019408719392214593,0.003008429576529935,12,1,0.05292141536100267,0.0034742246434682194
IR,0.001935721750003776,0.0022203598923482507,16,1,0.04350382458534285,0.003465005635280705
UPS,0.0019064727188795483,0.003047526515812941,25,3,0.028336099040947364,0.0034126489070103573
INTC,0.0018777636474017962,0.004265900931581448,14,2,0.010145775802909063,0.0033612587242767625
USB,0.0018606964132290692,0.003008429576529935,12,1,0.048199747709964595,0.00333070781344103
USDP,0.001779340416989447,0.010384029996814625,12,1,0.012617026992076166,0.0031850779028231337
ECL,0.0017689621535760852,0.007039515361135801,12,1,0.011734946018479167,0.0031665004697743727
UNH,0.0017145528918172236,0.005306492245885713,23,2,0.005471816379598052,0.003069106100668611
AMGN,0.0016888558852037822,0.004795651588860662,26,3,0.00590373841520601,0.003023107613166341
JBI,0.0016832275433484672,0.0052444748206242455,12,1,0.010619147209382127,0.0030130326960219147
JPM,0.0016798481325424265,0.0025539594541467894,24,2,0.003155605390414876,0.003006983439465885
ZTS,0.0016237815428864384,0.004417266463638426,26,2,0.0011699848401608502,0.002906622398883172
SBCF,0.0016187411362600438,0.001752074584621085,12,1,0.02869534213183129,0.0028975999051469056
OCFC,0.001547568777032197,0.0017490553158353214,26,1,0.017515841698974487,0.0027701990399139607
RWEOY,0.0014840243402342004,0.0023212876508302035,12,1,0.030794736337874783,0.0026564524068581675
KKR,0.0014777243841735037,0.001835200555486246,9,1,0.05419166977418762,0.0026451752781839187
TCMD,0.0014381637180884829,0.01661058500523383,13,1,0.026114706304434705,0.002574360383987587
JEF,0.0014252028420349149,0.0022528994039601722,16,1,0.004097841539716753,0.0025511599893215144
DBSDY,0.001415539553180347,0.0017821807440435624,11,1,0.04084856468008833,0.0025338623842621312
OC,0.0013071479846570716,0.0025821445777092955,12,1,0.05155085900931239,0.0023398379095413554
UMBF,0.0012808906591215382,0.0017972176288422578,11,1,0.04241907957662175,0.002292836432728975
SHW,0.0012590792619255205,0.0011727946685931737,13,1,0.03670166556141876,0.002253793313955629
SNY,0.0012344969603145012,0.004155145208612762,24,2,0.011923957233539423,0.0022097901850915832
MFC,0.0012242367156836045,0.002661608911572028,24,1,0.022259442360525128,0.002191424009547321
MS,0.00119872936333111,0.0017971555487284938,27,1,0.016395771545865023,0.002145765009413489
DD,0.0011947127757710432,0.0031875756999945695,12,1,0.011378514794381641,0.0021385751854988678
NTOIY,0.0011710695290681982,0.0024819216949106457,20,1,0.014851080744995476,0.0020962529958238637
PPG,0.0011344697314138483,0.011063103743285011,15,2,-0.009754262015686306,0.002030738153557816
LHX,0.0011041213510883325,0.002731957392927337,17,1,0.02394828537270288,0.001976413554038619
NOC,0.0010325217901340322,0.003509907286982516,27,3,0.009016714987483774,0.0018482479836565168
MCK,0.0010298675945373628,0.004760239940194606,12,1,0.01586455151011972,0.0018434968861914091
ABCB,0.0009936188961946443,0.001752074584621085,12,1,0.034437533504309746,0.0017786105232475277
RMD,0.0009903403640332386,0.0016845172693171955,24,1,0.030725842424944128,0.0017727418427852157
CATY,0.0009750445885469718,0.001752074584621085,12,1,0.03761140372857797,0.0017453619012952782
PAM,0.0009612054036058386,0.0011681102131369046,12,1,0.031148600958158162,0.0017205893048161482
BATRA,0.0009315335566759485,0.0050334058274879535,12,1,0.019771132078762178,0.0016674757223391963
PWP,0.000918502956042712,0.0018457814856100087,8,1,0.0661032376837507,0.0016441505183809471
LLY,0.0009170336178265339,0.0011727946685931737,13,1,0.03439874292165209,0.001641520354619456
HMN,0.0009009228208308369,0.004899787172220151,32,1,0.01513547025443794,0.0016126814978060504
REGN,0.0008412272755444144,0.001173426022267829,24,1,0.01857363829235301,0.0015058245072193585
TEZNY,0.0008399351208241178,0.0023212876508302035,12,1,0.018891893579435604,0.0015035115077464366
SBAC,0.0008279191471330528,0.004489956493018022,12,1,0.016736843834578963,0.0014820025194050887
MRK,0.0008198625085378585,0.002086942644048959,12,1,0.026434885502511673,0.0014675808711833264
LPX,0.0008146847901496679,0.0011959851908316694,12,1,0.06525354095387227,0.001458312584874645
ROP,0.0007648743258977684,0.0020005679829786186,25,2,0.005734016729891899,0.0013691502146484266
AWK,0.000747977934487522,0.007894628184483258,12,1,0.006623618781702784,0.0013389051179798078
GPN,0.0007362645577707678,0.0020820773003180307,12,1,0.027559029405550328,0.0013179377881806565
TREX,0.0007332642611955297,0.0023592919038762294,12,1,0.04511889145499795,0.0013125671585740549
ASML,0.0007321258155025016,0.0023429509940972315,27,2,0.016646762275806866,0.0013105293033183623
SSMXY,0.0007319751172768371,0.001888897657837744,12,1,0.025277226266021458,0.0013102595485350865
OMVKY,0.0007267368644089978,0.002642555738991087,12,1,0.03523583846092903,0.0013008829035157014
EQIX,0.0007075739789061397,0.004489956493018022,12,1,0.014309311840892578,0.0012665807078331285
BHP,0.0007074822941246444,0.012857042090133877,12,1,0.002962817345800626,0.0012664165890569922
CLX,0.0007001138022582886,0.001220711575315593,25,1,0.011217609073763485,0.0012532267461261098
POST,0.0006793553288599574,0.001003622431922505,12,1,0.028502681934159235,0.0012160683956013497
REPYY,0.0006645932509633717,0.0023212876508302035,12,1,0.04445948646780662,0.0011896437903604249
GILD,0.000660079288715229,0.002031515319876334,7,1,0.058127286888992345,0.0011815636493860164
BAP,0.0006133086245793998,0.0017675326367337753,17,1,0.014897437022939844,0.001097842621404514
FWONA,0.0005929834128397127,0.005540058958662157,12,1,0.015998585729167392,0.0010614598235069586
BBVA,0.0005491010101836287,0.001752074584621085,12,1,0.02067188179905376,0.0009829088786241563
GSK,0.0005485776728651638,0.0015525026923680044,24,2,0.017494764326249808,0.0009819720876015677
PGR,0.0005459344632429325,0.002212274225554175,12,1,0.019280345303602776,0.000977240655392242
BMY,0.0005383580201232978,0.0012820918945854317,12,1,0.022971992852000283,0.0009636785728745112
TMO,0.0005315317165269639,0.001477510660411769,25,2,0.00963308595062297,0.0009514592647898714
CSX,0.0005242526980334547,0.0011727946685931737,13,1,0.01267073419174436,0.0009384295821408686
DHR,0.00048533708962019296,0.0011843911875426337,12,1,0.023372992828888366,0.0008687693624052241
ADP,0.00047232273212578974,0.011904761904761904,2,1,0.009918777374641585,0.0008454732342000331
HCSG,0.0004662060529572717,0.0021164745427912895,12,1,0.02690654467931461,0.0008345241771942533
RELX,0.0004607975431496834,0.0023592919038762294,12,1,0.02929086439965703,0.0008248427666497223
EW,0.00041464406186446097,0.0011765489925720084,25,2,0.006892729174509791,0.0007422265162817103
FVRR,0.0003740828851808487,0.0017360531791008283,12,1,0.0380877316178335,0.0006696206751880414
A,0.0003733669372430921,0.0013630726565941951,19,1,0.01259061281106064,0.0006683391048182869
HDB,0.0003682687569120973,0.0017033278056759371,13,1,0.01116295521614074,0.0006592131942495082
ADC,0.0003639812881853472,0.0018614486819669943,7,1,0.026557807060098772,0.0006515384841320806
AZN,0.0003605931132466017,0.002642555738991087,12,1,0.01659757177937875,0.0006454735394900899
NDSN,0.0003477915007111261,0.0011681102131369046,12,1,0.010103475079289234,0.0006225582317626149
STAG,0.00034671975965042096,0.0032739210534179675,12,1,0.008719210530756721,0.000620639779993967
ALC,0.00031343083741517677,0.0019964596220173555,12,1,0.01882113240833641,0.0005610515136859
BWIN,0.0003034947791175074,0.001869757761811735,6,1,0.024363232570159505,0.0005432656423467808
HSY,0.0002990228597164112,0.0011840576405296782,12,1,0.02288466717101766,0.0005352607594521761
NSC,0.00029106577757808413,0.0011681102131369046,12,1,0.011383066586894947,0.0005210173205645153
ED,0.0002788644035166397,0.021866190115337598,12,1,0.0038702377079312678,0.000499176459458837
LIN,0.0002472189012832184,0.0038198858882088696,13,2,0.0006097712576040489,0.00044252996903743275
NGG,0.0002448256486212805,0.0023212876508302035,12,1,0.011233515927901986,0.0004382459680128799
ITW,0.0002441880808261227,0.0014791882548973703,13,2,0.009935312289802992,0.0004371047006777937
AME,0.00023063416642482798,0.0016355001422893188,21,1,0.0017664379708167421,0.0004128427478529587
CMI,0.00020678290621646122,0.0022675736961451243,3,1,0.030397087213819802,0.0003701482071575432
ENGGY,0.00020651915008431504,0.0023212876508302035,12,1,0.002746125124096166,0.0003696760750010364
NVS,0.0001943543029021388,0.0023212876508302035,12,1,0.005838924647640502,0.00034790059821131333
ROK,0.00017430910581772797,0.001233074767557555,24,1,0.002157736866739382,0.0003120190357617204
VRTX,0.00016340960790927508,0.0023592919038762294,12,1,0.011945160010883027,0.00029250857581341125
IFF,0.00015634004621127768,0.0031875756999945695,12,1,0.0024317792507194216,0.00027985382772139966
PEP,0.00015537014657861063,0.0011886188519874413,12,1,0.011263508245446224,0.0002781176754604451
PYPL,0.0001499667725301532,0.0032751610496339757,38,2,-0.006914704428585356,0.0002684454580937714
SOLV,0.00014837110467746923,0.0021363471158258023,6,1,0.039976788455012256,0.00026558916012554563
GGG,0.00014734178973057363,0.001233074767557555,24,1,0.0024942428501348916,0.00026374665249682006
ETN,0.0001465200203492117,0.0025227688055082425,23,3,0.02106968768001658,0.0002622756582605283
CRWD,0.0001370487699013899,0.009787789817241113,12,1,0.004165382914953331,0.00024532180826902333
MNST,0.00012202548609831303,0.0012820918945854317,12,1,0.0017683485175899276,0.0002184296358594396
WAB,0.00010770487886413839,0.0022675736961451243,3,1,0.015832617193028347,0.00019279527763261286
IRT,5.2185963337240276e-05,0.0016146688560481663,2,1,0.014487719270830868,9.341459176440885e-05
ALLY,5.0014992206483505e-05,0.0016502967101716419,12,1,0.0009861089118794002,8.952848199574543e-05
SNA,4.859289448997951e-05,0.0011840576405296782,12,1,0.006328242518422946,8.6982880283311e-05
KMB,4.672688475145078e-05,0.001299125908872513,18,1,0.009934143977894003,8.364266144272707e-05
CHE,3.522041347166357e-05,0.0011840576405296782,12,1,0.0028298589953531053,6.304569918480932e-05
DGX,3.4842265655186166e-05,0.0011840576405296782,12,1,0.0024733844142259265,6.236880214882739e-05
CTAS,2.637875155709436e-05,0.0012548474475471774,12,1,0.002904336672169494,4.721883338699032e-05
KO,2.4369322761574273e-05,0.0017585119626496008,12,1,-0.0003414457768464811,4.362188971460619e-05
CL,1.601455635612378e-05,0.001003622431922505,12,1,0.0010119541631025502,2.8666582901380887e-05
ICFI,1.5147130957731376e-05,0.0020820773003180307,12,1,0.020607557726655106,2.7113862892108155e-05
VTRS,3.005120552235528e-06,0.004760239940194606,12,1,0.0016798044314188705,5.379264684179767e-06
PG,-2.3452286774296725e-06,0.0012548474475471774,12,1,-0.0012198151846663414,-4.198036511859144e-06
APD,-3.0098535181202844e-05,0.0022675736961451243,3,1,-0.002212242335818404,-5.387736848870917e-05
WMS,-4.9094351036269295e-05,0.0012820918945854317,12,1,0.01562876753650953,-8.788050400363088e-05
CTVA,-5.539235986757479e-05,0.0022675736961451243,3,1,-0.008142676900533496,-9.915414707318807e-05
IEX,-7.551202458830488e-05,0.0011840576405296782,12,1,-0.0034126051087501053,-0.00013516900904245207
AXTA,-8.943298788418707e-05,0.0022675736961451243,3,1,-0.013146649218975496,-0.0001600879914678309
WAT,-9.018277779536374e-05,0.0011840576405296782,12,1,-0.0018098031535576837,-0.00016143014008371473
PAC,-0.00012629230560478157,0.002031515319876334,7,1,-0.00018267908420258446,-0.000226067383193017
WST,-0.00014574392485872247,0.0011840576405296782,12,1,-0.009401385775909257,-0.0002608864217919832
ELV,-0.00016432413990381814,0.0011727946685931737,13,1,-0.007202173083909608,-0.00029414561818002724
TCBI,-0.00018394394695796668,0.001587301587301587,1,1,-0.11588468658351903,-0.00032926571847626673
GLPEY,-0.00019034778676482606,0.002642555738991087,12,1,0.0030998511247793312,-0.00034072880247486276
SYF,-0.00022791911780889747,0.0016502967101716419,12,1,-0.008453516097869263,-0.0004079827214807583
ARMK,-0.00022957323428880126,0.00524345532762542,12,1,-0.0027290537815677454,-0.00041094364441519665
IDXX,-0.0002301940224968559,0.001173426022267829,24,1,-0.0045484478653336526,-0.0004120548757371679
BIO,-0.00023206116762516113,0.0011840576405296782,12,1,-0.01779657809343414,-0.00041539712696281637
OTIS,-0.00023385427630655454,0.0022675736961451243,3,1,-0.03437657861706352,-0.00041860685051202314
DEO,-0.00023702331146304627,0.0012548474475471774,12,1,-0.011638218821639281,-0.0004242795277320963
GBOOY,-0.00023904611439547305,0.0019103759808407484,5,1,-0.025072991442321557,-0.0004279004115496736
AMT,-0.00023977901456672456,0.001003622431922505,12,1,-0.01950799591758709,-0.00042921232697526603
IQV,-0.00032901067916697155,0.003032649374112789,3,1,-0.05906887459512811,-0.0005889399431394852
ALLE,-0.00034658453348514006,0.0014573926972667667,15,2,-0.01662162087562702,-0.0006203977207079488
NWL,-0.000361481760169214,0.0011886188519874413,12,1,-0.02262046156436746,-0.0006470642467260966
CCI,-0.0004150730112859394,0.0022856434364573338,30,1,-0.0037608317446669683,-0.0007429943498624768
GIS,-0.00047104386186906986,0.0023592919038762294,12,1,-0.020371176204407194,-0.0008431840143540925
CDNS,-0.0004948678085894422,0.004058666981225787,18,1,0.008322671039112954,-0.0008858296630071371
NXPI,-0.000510499558703183,0.002420176916146281,12,1,-0.017804810669977394,-0.0009138110101368606
BSX,-0.0005139834774692482,0.009608600176469114,25,2,0.026056158106422773,-0.0009200473393805924
TSM,-0.0005406982892221265,0.0035693452419887617,12,1,-0.014292706938490598,-0.0009678677315774596
CNC,-0.0006563069957921828,0.006241403083342977,18,1,-0.012202670624490606,-0.0011748111209111678
AAGIY,-0.0007424636206149865,0.002202761415750864,12,1,-0.03186572790083992,-0.0013290343146771097
NTAP,-0.0007648521726999344,0.0028041245657189303,12,1,-0.02591342988621471,-0.001369110559695263
ACI,-0.0008114496897295193,0.03457007967877533,11,1,-0.0043602438945436325,-0.0014525216486584805
TEVA,-0.0008565346607408552,0.002642555738991087,12,1,-0.012101392629619151,-0.001533225230472572
FTV,-0.0009020279416077056,0.023809523809523808,3,1,-0.012628391182507878,-0.001614659700365126
SBLK,-0.0009034897251174177,0.0017786510675313393,9,1,-0.03560563085825546,-0.001617276340953425
SAP,-0.0009055865297449887,0.03135050268885658,12,1,-0.0028765424016931884,-0.0016210296902406363
ALGN,-0.0009116236372576953,0.0011840576405296782,12,1,-0.06241034156572015,-0.0016318363113638856
COF,-0.0009277026240531494,0.0029438372709815973,30,1,-0.0049985584496874055,-0.0016606182268720127
CRM,-0.00099522786891818,0.0035693452419887617,12,1,-0.029067838257463573,-0.001781490637372429
POOL,-0.0011025040022128254,0.003987340332010776,12,1,-0.019020833875854654,-0.001973518446326038
VOPKY,-0.001507461748222624,0.0024819216949106457,20,1,-0.022689840931172878,-0.002698406138460399
DIS,-0.0016219095717261958,0.007937480342699033,47,5,0.017368233222635147,-0.0029032715089015353
NOK,-0.0016610623048131693,0.008568355267191052,12,1,-0.010089256726315082,-0.0029733561896066727
CSL,-0.0018321917857750387,0.009523809523809525,1,1,-0.19238013750637906,-0.0032796835922379564
LBRDA,-0.0018785064368974818,0.005286732393075055,17,1,-0.011842752582498011,-0.0033625883419185405
AMAT,-0.0024911649523783803,0.005004030433035441,18,2,-0.02316779556071528,-0.004459267246642261
LMT,-0.002506033735673708,0.015159011787146133,15,2,-0.008515745743781025,-0.004485882858058508
RHHBY,-0.0025273080028867176,0.020156896914143293,12,1,-0.011830242452702292,-0.004523964496485829
XP,-0.002702451212347874,0.003295557021950736,19,1,-0.017106893438685693,-0.004837476605218849
CHTR,-0.0027325075571491687,0.02206961780313298,12,1,0.0004594186949759734,-0.004891278451539078
ODFL,-0.0033448831219970473,0.006194474756816071,19,2,0.0045667862225158146,-0.005987450865318054
J,-0.0033981785197317546,0.014531288550211333,30,3,0.005828359627738539,-0.006082851381164367
CVS,-0.0034154541734136732,0.03186765998360201,12,1,-0.010693301764471308,-0.006113775369780442
BAX,-0.003886144311139917,0.01607142857142857,4,1,-0.061216656369790984,-0.006956326206278149
AI,-0.00389039779438548,0.0035693452419887617,12,1,-0.08765215538872301,-0.006963940081265821
AFRM,-0.004372283601161316,0.0028800498798878895,12,1,-0.1366546451030648,-0.007826531533801188
TTD,-0.004427310818317166,0.009334949783785568,12,1,-0.03474880042831585,-0.007925032063403888
D,-0.004989262622214108,0.03501050194233933,12,1,-0.00719351429879872,-0.008930944285682354
VZ,-0.005076868222704956,0.006081517573620263,44,5,-0.0076259406827109515,-0.009087761193578516
PFE,-0.0051847942099761506,0.009870683396692666,42,4,-0.005065154020681379,-0.00928095226253623
IBM,-0.005253475990482439,0.047337193675421614,24,2,0.003548237315879129,-0.00940389490989499
ABT,-0.005541287990298752,0.012897663225082534,25,2,0.004512940145120841,-0.009919087861187184
GNRC,-0.00659312800798992,0.022407282563511474,26,2,-0.035741677002323405,-0.01180191610791559
PINS,-0.007179305359162399,0.008349417117218419,12,1,-0.06608577529778255,-0.012851192857057143
SPCE,-0.00762368489161408,0.008633626716235935,24,2,-0.024409392718710652,-0.01364664684425622
NU,-0.00824687463436005,0.023809523809523808,1,1,-0.17318436732156106,-0.014762176992357158
LZ,-0.009118122060400207,0.004593676165076816,12,1,-0.08766245751985206,-0.016321738556898686
AMTX,-0.010316534373865004,0.006100334410310954,12,1,-0.016337538413174358,-0.018466936036617664
BA,-0.010526092740623742,0.007117515047699863,37,4,-0.0158989378019971,-0.018842052409483667
CTRM,-0.011345063450034425,0.010384029996814625,12,1,-0.08782629019205525,-0.020308036930881082
PSIX,-0.014201303874764202,0.004098487288289154,16,1,-0.05939461330990227,-0.02542080128732122
SONVY,-0.014310270761098207,0.006447314401856954,14,1,0.02962588827729974,-0.025615855599856366
CMCSA,-0.018328021359269954,0.015035247182036532,46,4,-0.005982914664558272,-0.032807761390960054
EL,-0.01864062259216931,0.01582431938715476,24,2,-0.03958898377817626,-0.03336732788526114
LUV,-0.018661153524548533,0.008614275694647039,22,2,0.019429919448928638,-0.033404078929873536
GE,-0.020116132427269527,0.014451460563128892,38,4,0.025080493466470604,-0.036008539047725156
MPC,-0.022562833564674034,0.035519589185403336,12,1,0.012853955339234205,-0.04038821460230204
SLB,-0.03469493585469393,0.035519589185403336,12,1,-0.004204619119243719,-0.06210507695746175
COIN,-0.03708282399153094,0.031180845079594233,12,1,-0.09828199901034863,-0.06637947530554254
RHP,-0.09998518523847567,0.036233512567057764,12,1,0.00839775895407674,-0.17897677199485285
